*tḫews-	'still sein, schweigen'	IEW 1056-7
*tyegᵂ-	'sich zurückziehen'	IEW 1086
*tḱey-	'Landbau treiben, siedeln, wohnen'	IEW 626
*t(ḱ)en-	'einen Schlag versetzen, verletzen'	IEW –
*?treH-	'schützen'	IEW 1075
*?treħ-	'drehen'	IEW 1072
*treħw-	'aufziehen, nähren'	IEW 1095
*treḥ(ģ)-	'zernagen'	IEW 1073
*?treygᵂ-	'reiben'	IEW 1071
*?treyK-	'verfehlen'	IEW 1071
*trem-	'zittern (vor Angst)'	IEW 1092-3
*trenk-	'drängen'	IEW 1093-4
*trep-	'treten, stampfen'	IEW 1094
*trep-	'wenden'	IEW 1094
*tres-	'(vor Schreck) zittern'	IEW 1095
*?tresḱ-	'ausquetschen, dreschen'	IEW 1072
*?trewg-	'trocken werden'	IEW –
*trewH-	'aufreiben, verbrauchen'	IEW 1072-3
*?trewp-	'zerbröckeln (intr.)'	IEW 1074
*?twey-	'erschrecken, in Furcht setzen'	IEW 1099
*tweys-	'erregen, erschüttern'	IEW 1099
*twek-	'sichtbar sein'	IEW –
*twem-	'anschwellen'	IEW 1082
*twenk-	'bedrängen, einzwängen'	IEW 1099-1100
*twer-	'aufrühren, erregen, antreiben'	IEW 1100
*twerH-	'fassen'	IEW 1101
*twerḱ-	'schnitzen, zurechtschneiden'	IEW 1102
*tʰengʰ-	'ziehen'	IEW 1067
*webʰ-	'umwickeln, weben'	IEW 1114
*wed-	'quellen'	IEW 346
*wedʰ-	'führen'	IEW 1115-6, 1116-7
*wedʰħ-	'stoßen'	IEW 1115
*weģ-	'munter/lebhaft/kräftig werden'	IEW 1117-8
*weģʰ-	'schweben; fahren'	IEW 1118-20
*?weg-	'weben, knüpfen'	IEW 1117
*wegᵂ-	'feucht machen'	IEW 1118
*?weHģʰ-	'anerkennen, respektieren'	IEW –
*weḫ-	'sich wenden'	IEW –
*weḫdʰ-	'durchschreiten'	IEW 1109
*weḫģ-	'bedecken'	IEW 1110
*weḫ(ģ)-	'brechen, zu Bruch gehen'	IEW 1110
*?weḫ(ģ)ʰ-	'schreien'	IEW 1110
*?wey(H)-	'verwelken'	IEW 1123
*weyd-	'erblicken'	IEW 1125-7
*weyg-	'in Bewegung geraten, sich entfernen'	IEW 1130-1
*weyħ-	'sein Augenmerk richten auf, trachten nach'	IEW 1123-4
*weyḱ-	'eingehen in, eintreten'	IEW 1129, 1131
*weyk-	'aussieben'	IEW 1128
*weyk-	'überwinden, besiegen'	IEW 1128-9
*weyp-	'in schwingende/zitternde Bewegung geraten'	IEW 1131-2
*weys-	'sprießen, gedeihen'	IEW 1133
*weys-	'fließen'	IEW 1134
*weys-	'ausführen, zustande bringen'	IEW –
*weḱ-	'wünschen'	IEW 1135
*wekᵂ-	'sagen'	IEW 1135-6
*wel-	'einschließen, verhüllen'	IEW 1138
*wel-	'drehen, rollen'	IEW 1140-2
*wel-	'sehen, wahrnehmen'	IEW 1136-7
*welg-	'sich rollend (?) bewegen'	IEW 1144
*welg-	'feucht werden'	IEW 1145
*welH-	'stark sein, Gewalt haben'	IEW 1111-2
*welH-	'(sich) wälzen, wallen'	IEW 1140-3
*welħ-	'(aus)wählen'	IEW 1137
*welħbʰ-	'(durch Rätsel) verwirren'	IEW –
*welḥ-	'schlagen'	IEW 1144-5
*?welk-	'feucht sein/werden'	IEW 1145
*welp-	'Hoffnung schöpfen'	IEW 1138
*wemħ-	'erbrechen'	IEW 1146
*wen-	'überwältigen, gewinnen'	IEW 1146-7
*?wend-	'loben, rühmen'	IEW 76
*wendʰ-	'(um)winden'	IEW 1148
*?weng-	'(sich) krümmen'	IEW 1148-9
*wenH-	'liebgewinnen'	IEW 1146-7
*?wenħ-	'setzen, stellen, legen'	IEW –
*?wenk-	'sich krümmen, sich biegen'	IEW 1134-5
*?wenT-	'beschlafen'	IEW –
*?wep-	'streuen'	IEW 1149
*wer-	'aufhalten, (ab)wehren'	IEW 1160-2
*wer-	'laufen'	IEW –
*wer-	'beobachten, wahrnehmen'	IEW 1164
*werģ-	'einschließen, absperren'	IEW 1168
*werģ-	'wirken, machen'	IEW 1168-9
*werģ-	'scheren'	IEW 1163
*?weRģʰ-	'reißen'	IEW 1163
*werģʰ-	'(zu)binden'	IEW 1154-5
*wergᵂ-	'werfen'	IEW 1153
*werH-	'heiß sein'	IEW 1166
*werħ-	'sagen'	IEW 1162-3
*werp-	'hindrehen, herdrehen (?)'	IEW 1156
*wers-	'abwischen, fegen'	IEW 1169-70
*wers-	'sich erheben, hochkommen'	IEW 1150-1
*wert-	'sich umdrehen'	IEW 1156-8
*wes-	'(Kleidung) anhaben, bekleidet sein mit'	IEW 1172-3
*wes-	'(ver)kaufen'	IEW 1173
*wes-	'grasen, weiden, verzehren, essen'	IEW 1171
*wet-	'vertraut sein mit'	IEW 346
*wetḫ-	'sagen'	IEW –
*wyeħ-	'umwickeln, umhüllen'	IEW 1120-2
*wyekᵂ-	'umwinden, umspannen'	IEW 1130
*?wyetḫ-	'wanken'	IEW 1178
*wleykᵂ-	'befeuchten'	IEW –
*?wred-	'weich werden/machen'	IEW 1163
*wreg-	'einer Spur folgen'	IEW 1181
*wreħ-	'finden'	IEW 1160
*wreħģ-	'brechen, reißen (intr.)'	IEW 1181-2
*?wreḫ-	'wegnehmen'	IEW –
*?wReyH-	'zusammendrücken'	IEW –
*wreyḱ-	'drehen; einhüllen'	IEW 1158-9
*?wreyt-	'drehen, winden'	IEW 1159-60
*wremb-	'(sich) drehen'	IEW 1153
*wreng-	'verdrehen, (ver)biegen'	IEW 1154
*?wrengʰ-	'winden, zusammendrehen'	IEW 1155
*?wrep-	'sich neigen'	IEW 1156
*?wResk(ᵂ)-	'abhacken'	IEW 1163
