*?(ḱ)ewbḫ-	'sich hinlegen'	IEW 590
*kewbʰ-	'sich beugen, ducken'	IEW 590-1
*kewdʰ-	'verbergen'	IEW 952
*?k(ᵂ)ewk-	'sich biegen'	IEW 589
*kewp-	'(innerlich) beben'	IEW 596
*?k(ᵂ)ḫed-	'(zer)quetschen'	IEW 634 Anm.]
*?k(ᵂ)ḫeģ-	'verzehren'	IEW –
*?kḫeyd-	'schlagen'	IEW 917
*?(ḱ)yeḫ-	'sieben'	IEW 1085
*?Kyeḫp-	'verfaulen'	IEW –
*kleħ-	'rufen'	IEW 548-50
*k(ᵂ)leḫ-	'hinbreiten, hinlegen'	IEW 599
*?(ḱ)leḫw-	'weinen'	IEW 599
*?(ḱ)leḥdʰ-	'spinnen'	IEW 611-2
*k(ᵂ)leyḱ-	'quälen, plagen'	IEW 602
*?k(ᵂ)lenk(ᵂ)-	'die Knie krümmen'	IEW 603
*klep-	'(heimlich) stehlen, verbergen'	IEW 604
*klewb-	'stolpern, hüpfen'	IEW 630
*?klewH-	'wohin geraten (?)'	IEW 605
*kneḫ-	'schaben, reiben'	IEW 560
*?kneybʰ-	'hängen lassen, sinken lassen'	IEW 608
*kneyd-	'kratzen, stoßen (?)'	IEW 561-2
*Kneygᵂʰ-	'neigen; sich neigen'	IEW 608
*?knewH-	'kratzen'	IEW 562
*kreħ(y)-	'sieben, trennen'	IEW 945-6
*?kreḫ-	'aufhäufen, sammeln'	IEW 617
*?KreyH-	'berühren'	IEW 618
*?k(ᵂ)reyp-	'drehen, wenden'	IEW 937
*kreḱ-	'schlagen'	IEW 618-9
*?k(ᵂ)RemH-	'einen Schritt tun'	IEW –
*?(ḱ)remH-	'verbrennen'	IEW 572
*?k(ᵂ)Rend-	'schreien, wiehern'	IEW 549
*?k(ᵂ)RepH-	'jammern'	IEW 569
*?KrepH-	'krachen'	IEW 569
*kret-	'schütteln, rütteln'	IEW 620, 621
*krewH-	'aufhäufen, bedecken'	IEW 616
*krews-	'stoßen'	IEW 622
*ksen-	'Wolle krempeln'	IEW 585
*ksew-	'schaben, schleifen'	IEW 586
*?k(ᵂ)sewbʰ-	'ins Schwanken geraten'	IEW 625
*k(ᵂ)sewd-	'zerstieben, in kleine Teile zerfallen'	IEW 625
*ksnew-	'schärfen'	IEW 585
*?k(ᵂ)sweybʰ-	'(sich) schwingen'	IEW 625, 1041
*(ḱ)was-	'küssen'	IEW 626
*kwatḫ-	'Blasen werfen, aufschäumen'	IEW 627-8
*kweħp-	'sieden'	IEW 596
*?(ḱ)weḫ-	'erwerben'	IEW 593
*?kweyt-	'erglänzen'	IEW 629
*kwelp-	'sich biegen, sich krümmen, sich wölben'	IEW 630
*?kwep-	'hauchen'	IEW 596
*kᵂeḫs-	'husten'	IEW 649
*kᵂey-	'wahrnehmen, bemerken'	IEW 636-7
*kᵂey-	'sammeln, schichten'	IEW 637-8
*kᵂey-	'Buße entgegennehmen, strafen'	IEW 636-7
*kᵂeys-	'auf etwas achten, wahrnehmen'	IEW 637
*kᵂeyt-	'bemerken, erkennen'	IEW 637
*kᵂeḱ-	'sehen, erblicken'	IEW 638-9
*kᵂelħ-	'eine Drehung machen, sich umdrehen, sich wenden, sich umwenden, sich zuwenden'	IEW 639-40
*kᵂels-	'Furchen ziehen, einfurchen'	IEW 639-40
*kᵂem-	'(hinunter)schlucken, einsaugen'	IEW 640-1
*kᵂendʰ-	'einen Eindruck empfangen, erleben, erleiden'	IEW 641
*kᵂer-	'(ab)schneiden, schnitzen'	IEW 641-2
*kᵂerpH-	'sich wenden'	IEW 631
*kᵂyeħ-	'ausruhen'	IEW 638
*kᵂyew-	'sich in Bewegung setzen'	IEW 539
*kᵂreyḫ-	'eintauschen, durch Tausch erwerben'	IEW 648
*?las-	'zügellos sein, gierig sein'	IEW 654
*leģ-	'sammeln, auflesen'	IEW 658
*?le(ģ)-	'tröpfeln'	IEW 657
*legʰ-	'sich (hin)legen'	IEW 658-9
*leħ-	'nachlassen, (zu)lassen'	IEW 666, 682-3
*leħd-	'lassen'	IEW 666
*leħģʰ-	'kriechen'	IEW 660
*leḫ-	'bellen'	IEW 650-1
*leḫ-	'gießen'	IEW 692
*leḫ-	'sich verbergen'	IEW 651
*?leḫdʰ-	'verborgen bleiben'	IEW 651
*?leḫk-	'lärmen'	IEW 650
*leḫp-	'aufleuchten'	IEW 652-3
*leyd-	'(los)lassen'	IEW 666
*leyģ-	'binden'	IEW 668
*leyģʰ-	'lecken'	IEW 668
*ley(ģ)-	'springen'	IEW 667-8
*leyH-	'sich anschmiegen'	IEW 662-3
*leyH-	'gießen'	IEW 664-5
*leyḫ-	'aufhören, schwinden'	IEW 661-2
*?leyk-	'feil sein, feilbieten'	IEW 669
*leykᵂ-	'zurücklassen, sich entfernen von'	IEW 669-70
*leyp-	'kleben bleiben'	IEW 670-1
*leyp-	'begehren, verlangen'	IEW 671
*leys-	'lernen, erfahren'	IEW 671
*leyt-	'(weg)gehen'	IEW 672
*leyt-	'berühren'	IEW 664
*?lek-	'die Gliedmaßen bewegen (?)'	IEW 673
*lembH-	'schlaff herabhängen'	IEW 656-7
*lembʰ-	'ergreifen, fassen'	IEW 652
*lemH-	'brechen'	IEW 674
*lendʰ-	'sich senken, nach unten geraten'	IEW 675, 961
*?lenk-	'biegen'	IEW 676-7
*lep-	'abschälen'	IEW 678
*les-	'sammeln, auflesen'	IEW 680
*lew-	'beschmutzen'	IEW 681
*lewbʰ-	'lieb sein, gefallen; betören, verwirren'	IEW 683-4
*?lewd-	'sich ducken, sich beugen'	IEW 684
*lewdʰ-	'hemmen, hindern'	IEW –
*lewg-	'lösen, brechen'	IEW 686
*lew(ģ)-	'biegen'	IEW 685-6
*?lewgʰ-	'lügen'	IEW 686-7
*lewH-	'abschneiden, lösen'	IEW 681-2
*lewḥ-	'waschen'	IEW 692
*lewk-	'hell werden'	IEW 687-9
*?lewp-	'(ab)schälen'	IEW 690-1
*?lewt-	'sehen'	IEW 688-9
*mad-	'naß sein/werden'	IEW 694-5
*maģ-	'streichen, schmieren'	IEW 696-7
*magʰ-	'können, imstande sein'	IEW 695, 697
*masd-	'fett sein/werden'	IEW 694
*med-	'messen, für Einhaltung sorgen, sich kümmern'	IEW 705-6
*med-	'voll werden, satt werden'	IEW 694-5, 706
*meħ-	'(ab)messen'	IEW 703-4
*meḫ-	'Zeichen geben'	IEW 693
*meḥ-	'Mühe bereiten, zur Last fallen'	IEW 746
*mey-	'befestigen'	IEW 709
*mey-	'wechseln; tauschen, ändern'	IEW 710
*meyg(ᵂ)ʰ-	'blinzeln, zucken'	IEW 712
*meyH-	'gering werden, schwinden'	IEW 711
*meyH-	'heranreifen, gedeihen'	IEW 711-2
*meyḱ-	'mischen'	IEW 714
*?mey(ḱ)ḫ-	'aufblitzen (?)'	IEW 712-3
*?meys-	'die Augen aufschlagen'	IEW 714
*meytḫ-	'wechseln, austauschen, entfernen'	IEW 715
*meld-	'weich werden'	IEW 718
*meldʰ-	'ablassen von, im Stich lassen'	IEW 719
*meldʰ-	'feierlich sprechen, verkünden'	IEW 722
*melḫ-	'zerreiben, mahlen'	IEW 716-7
*?melḫw-	'zerreiben, mahlen'	IEW 717
*melḥ-	'hervorkommen'	IEW 721-2
*?melk(ᵂ)-	'still werden'	IEW 719
*melkᵂ-	'behindern, schädigen, zerstören'	IEW 737
*men-	'einen Gedanken fassen'	IEW 726-8
*men-	'bleiben, warten'	IEW 729
*men-	'emporragen'	IEW 726
*menH-	'treten, stampfen (?)'	IEW 726
*menk-	'drücken, kneten'	IEW 730-1
*mentḫ-	'quirlen, umrühren'	IEW 732
*mer-	'verschwinden, sterben'	IEW 735
*merḫ-	'gewaltsam packen, zerdrücken'	IEW 735-6
*mers-	'vergessen'	IEW 737-8
*mes-	'den Arm ausstrecken'	IEW 693
*mesg-	'eintauchen (intr.), versinken'	IEW 745-6
*met-	'mähen'	IEW 703
*met-	'abmessen'	IEW 703-4
*metḫ-	'wegreißen'	IEW 732
*mewd-	'in Freude geraten'	IEW 741-2
*mewk-	'losbinden, abstreifen'	IEW 744
*?mews-	'sich schließen'	IEW 752
*mewsH-	'aufheben, wegnehmen'	IEW 743
*?myeḱs-	'sich festsetzen (bei/an/in)'	IEW –
*myewħ-	'(sich) bewegen'	IEW 743
*mlewḫ-	'sprechen'	IEW –
*mneḫ-	'denken an'	IEW 726-7
*nebʰ-	'feucht werden, bewölkt werden'	IEW 315-6
*nebʰ-	'bersten, zerspringen'	IEW 758
*?ned-	'tönen, dröhnen'	IEW 759
*negᵂ-	'dunkel werden, dämmern'	IEW 762-3
*neḫ-	'in Angst geraten'	IEW 754
*?neyd-	'strömen'	IEW 761
*neygᵂ-	'waschen'	IEW 761
*neyH-	'führen, leiten'	IEW 760
*neyk-	'sich erheben'	IEW –
*neḱ-	'verschwinden, verloren gehen'	IEW 762
*nem-	'zuteilen'	IEW 763
*nem-	'sich neigen'	IEW 764
*?nerH-	'untertauchen'	IEW 766, 975-6
*nes-	'davonkommen, unbeschadet heimkehren'	IEW 766-7
*new-	'nicken, (den Kopf) neigen'	IEW 767
*newd-	'nutzen'	IEW 768
*newd-	'stoßen'	IEW 767
*newH-	'schreien, brüllen'	IEW 767
*ped-	'treten; fallen, sinken'	IEW 790-2
*peH-	'sich bewegen'	IEW –
*?peHs-	'sehen'	IEW –
*peħy-	'tadeln, schmähen'	IEW 792-3
*peḫ(y)-	'schützen, hüten, weiden (tr.)'	IEW 787, 839
*peḫģ-	'fest werden'	IEW 787
*peḫḱ-	'festmachen'	IEW 787
*?peḫw-	'aufhören; beenden'	IEW 790
*peḥ(y)-	'trinken'	IEW 839-40
*?peḥlH-	'fallen'	IEW 851
*peyg-	'malen'	IEW 794
*pey(ģ)i-	'verdrießen'	IEW 795
*peyH-	'anschwellen'	IEW 793
*peyH-	'singen'	IEW –
*peyḱ-	'heraushauen, herausschneiden'	IEW 794-5
*peys-	'zerstampfen, (zer)stoßen'	IEW 796
*peḱ-	'(Wolle oder Haare) rupfen, zausen'	IEW 797
*peḱ-	'sich freuen'	IEW 796-7
*pekᵂ-	'reif machen, gar machen'	IEW 798
*pekᵂ-	'vertrauen'	IEW 798
*?pel-	'aufflammen'	IEW 805
*pelħ-	'in Schwung bringen'	IEW 801
*pelḫ-	'sich nähern'	IEW 801-2
*?pelk-	'einhüllen, verbergen'	IEW 803
*pen-	'füttern, nähren'	IEW 807
*pent-	'(einen Weg) finden'	IEW 808-9
*per-	'hindurchkommen, durchqueren'	IEW 816-7
*per-	'gleich machen, ausgleichen'	IEW 817
*per-	'schlagen'	IEW 818-9
*perd-	'(laut) furzen'	IEW 819
*perḫ-	'verkaufen'	IEW 817
*perḥ-	'verschaffen'	IEW 816-8
*perḱ-	'graben, aufreißen'	IEW 821
*perk-	'anfüllen, auffüllen'	IEW 820
*?pert-	'in Streit geraten, kämpfen'	IEW 818
*pesd-	'(leise) furzen, fisten'	IEW 829
*petħ-	'fallen'	IEW 825-6
*petḫ-	'ausbreiten'	IEW 824-5
*petḫ-	'(auf)fliegen'	IEW 825-6
*pew(ģ)-	'stechen'	IEW 828
*pewH-	'reinigen, läutern'	IEW 827
*pewH-	'faulen, stinken'	IEW 848-9
*?pewk-	'hauchen, keuchen'	IEW 847
*?pewt-	'aufblasen'	IEW 848
*pyeḫ-	'schlagen'	IEW –
*pleħ-	'sich füllen, voll werden'	IEW 798-800
*pleħḱ-	'abreißen'	IEW 835
*pleḫg-	'schlagen'	IEW 832-3
*?pleḫk-	'schlagen (auch als Gestus)'	IEW 831-3
*pleḥ-	'schwimmen, fließen'	IEW 836
*?pleḥk-	'zufrieden machen, gefallen'	IEW 831
*pleḱ-	'flechten'	IEW 834-5
*pletḫ-	'breit werden, sich ausbreiten'	IEW 833
*plew-	'schwimmen, schweben'	IEW 835-7
*?plewd-	'schwimmen; fließen'	IEW 837
*?plewk-	'schweben, schwimmen'	IEW 837
*?pnew-	'hauchen, keuchen'	IEW 838-9
*pnewH-	'zu Bewußtsein kommen'	IEW 838-9
*preħ-	'anblasen, anfachen'	IEW 809
*preyH-	'vertraut sein/werden, lieb sein/werden'	IEW 844
*preḱ-	'fragen'	IEW 821-2
*preK-	'sich fürchten'	IEW 820
*prep-	'in die Augen fallen, erscheinen'	IEW 845
*pres-	'spritzen'	IEW 823
*?pret-	'erkennen'	IEW 845
*prew-	'springen'	IEW 845-6
*prews-	'sprühen, spritzen'	IEW 809-10, 846
*?prewtḫ-	'schnauben, schäumen'	IEW 810
*pster-	'niesen'	IEW 846-7
*pteḫk-	'sich ducken'	IEW 825
*r-*?rasd-	'kratzen'	IEW 854
*rebʰ-	'sich (heftig) bewegen'	IEW 853
*(ħ)rebʰ-	'überdecken, bedecken'	IEW 853
*?Red-	'schürfen, kratzen'	IEW 854
*?redʰ-	'erscheinen, entstehen'	IEW 1153, 1167
*?reģ-	'fließen, tropfen (?)'	IEW 857
*regʰ-	'sich aufrichten'	IEW 854, 863
*reħ-	'geben, schenken'	IEW 860
*reħ-	'zählen, rechnen'	IEW 59
*reħdʰ-	'erfolgreich durchführen'	IEW 59-60
*?reħp-	'kriechen'	IEW 865
*?(ħ)reħs-	'sich stürzen'	IEW 336
*?reħt-	'treffen, finden'	IEW 1160
*?reḫ(y)-	'schreien, brüllen'	IEW 859
*?Reybʰ-	'singen'	IEW 860
*?(ħ)reyd-	'(sich) anlehnen'	IEW 860
*reydʰ-	'sich schwankend bewegen'	IEW 861
*reyģ-	'(sich) strecken, recken'	IEW 862
*rey(ģ)-	'binden'	IEW 861-2
*(ħ)reyḱ-	'reißen, brechen (intr.)'	IEW 858
*reyk(ᵂ)ḫ-	'ritzen, kratzen (tr.)'	IEW 858
*(ħ)reyp-	'(nieder)stürzen, (nieder)reißen'	IEW 858
*?reys-	'Schaden nehmen'	IEW 859
*(ħ)reḱs-	'schädigen'	IEW 864
*rek-	'ordnen, festlegen, bestimmen'	IEW 863
*?renk-	'auflesen, sammeln'	IEW 1155
*(ħ)rep-	'(an sich) reißen, rupfen'	IEW 865
*resg-	'flechten'	IEW 874
*ret-	'laufen'	IEW 866
*rewdH-	'schreien, weinen'	IEW 867
*(ħ)rewdʰ-	'rot machen'	IEW 872-3
*rewdʰ-	'roden'	IEW 869
*(ħ)rewg-	'rülpsen, erbrechen'	IEW 871
*rewH-	'aufreißen'	IEW 868
*rewħ-	'öffnen'	IEW 874
*rewp-	'brechen, (zer)reißen (intr.)'	IEW 870
*rews-	'wühlen'	IEW 870-1
*?(s)bʰeng-	'leuchten, glänzen'	IEW 989-90
*(s)dʰerbʰ-	'fest/starr werden'	IEW 257, 1024-5
*sed-	'sich setzen'	IEW 884-7
*seģʰ-	'überwältigen, in den Griff bekommen'	IEW 888-9
*seg-	'heften, anhängen'	IEW 887-8
*se(ģ)-	'salben'	IEW –
*seHdʰ-	'zum Ziel kommen, gelingen'	IEW 892
*seħ-	'eindrücken, einsetzen, säen'	IEW 889-90
*seħ(y)-	'loslassen'	IEW 889-91
*seħ(y)-	'sieben'	IEW 889
*?seħḱ-	'da sein, angekommen sein'	IEW 893
*seħp-	'(durch Schmecken) wahrnehmen'	IEW 880
*seḫ(ģ)-	'einer Fährte nachgehen'	IEW 876-7
*seḫ(y)-	'satt werden'	IEW 876
*seḫ(y)-	'toben, wüten'	IEW 877
*seyb-	'fließen lassen'	IEW 894
*?seydʰ-	'wegtreiben'	IEW 892
*seyk-	'erreichen'	IEW 893
*seykᵂ-	'ausgießen'	IEW 893-4
*sek-	'versiegen, austrocknen (intr.)'	IEW 894-5
*sekH-	'abtrennen, schneiden, unterscheiden'	IEW 895-6
*sekᵂ-	'sich anschließen'	IEW 896-7
*sekᵂ-	'sagen'	IEW 897-8
*sel-	'sich losschnellen, springen'	IEW 899
*sel-	'wohnen, verweilen'	IEW 898
*sel-	'schleichen'	IEW 900
*selģ-	'loslassen, entsenden'	IEW 900-1
*selħ-	'nehmen'	IEW 899
*selḫ-	'gnädig werden'	IEW 900
*selk-	'ziehen'	IEW 901
*semH-	'schöpfen'	IEW 901-2
*sengᵂ-	'herunterfallen, untergehen, sinken'	IEW 906
*sengᵂʰ-	'singen, verkünden'	IEW 906-7
*senḫ-	'erlangen, erwischen'	IEW 906
*sent-	'gehen, wahrnehmen (?)'	IEW 908
*sep-	'(richtig) behandeln, (in Ehre) halten'	IEW 909
*ser-	'aufpassen auf, beschützen'	IEW 910
*ser-	'aneinander reihen, verknüpfen'	IEW 911
*ser-	'nehmen, ergreifen'	IEW 909-10
*serḥ-	'(in feindlicher Absicht) losgehen auf'	IEW 909
*ser(ḱ)-	'instand setzen, wieder gutmachen'	IEW 912
*serp-	'kriechen, schleichen'	IEW 912
*ses-	'ruhen, schlafen'	IEW –
*?sesT-	'wachsen, gedeihen'	IEW 880
*?sew-	'auspressen'	IEW 912
*?sewH-	'gebären'	IEW 913-4
*sewħ-	'antreiben, in Bewegung halten'	IEW 914
*?sewḥ-	'voll sein/werden'	IEW –
*sewḱ-	'saugen'	IEW 912-3
*?sewk-	'drehen, winden'	IEW 914
*sewp-	'werfen'	IEW 1049
*(s)gᵂesḫ-	'erlöschen'	IEW 479-80
*(s)gᵂʰḫel-	'straucheln, fehltreten'	IEW 490,] 929, 985
*sḫey-	'fesseln, binden'	IEW 891-2
*sḫew-	'schütten, regnen'	IEW 912
*syewH-	'nähen'	IEW 915-6
*?sḱed-	'bedecken'	IEW 919
*sḱeH(y)-	'schimmern, scheinen'	IEW 917-8
*?sḱend-	'(er)scheinen'	IEW –
*?sḱerd-	'auswerfen'	IEW 947-8
*sḱʰeḫ(y)-	'aufschneiden, schinden'	IEW 919
*sḱʰeyd-	'spalten, abtrennen, zerreißen'	IEW 920-1
*skabʰ-	'kratzen, schaben'	IEW 931-2
*?skebʰH-	'stützen'	IEW 916
*(s)kedḫ-	'zersplittern, zerstreuen'	IEW 918-9
*?skeHt-	'hervorspringen'	IEW 950
*s(ḱ)eħtʰ-	'schädigen'	IEW 950
*skek-	'sich schnell bewegen, springen'	IEW 922-3
*(s)kel-	'schuldig werden'	IEW 927
*(s)kel-	'spalten'	IEW 923-6
*skelH-	'aufschlitzen, spalten'	IEW 923-6
*(s)kelħ-	'austrocknen, verdorren'	IEW 927
*skend-	'(los)springen, davonspringen'	IEW –
*(s)kend-	'erglänzen'	IEW 526
*(s)ken(ģ)-	'hinken'	IEW 930
*(s)kep-	'hacken, hauen'	IEW 931-2
*(s)kep-	'bedecken'	IEW 930
*(s)(ḱ)er-	'springen, sich schwingen'	IEW 933-5
*(s)ker-	'scheren, kratzen, abschneiden'	IEW 938-40
*(s)kerb-	'sich krümmen, schrumpfen'	IEW 948-9
*(s)kerbʰ-	'scharf sein'	IEW 943-4
*?skerdʰ-	'schneiden, stechen (?)'	IEW 940-1
*(s)kerH-	'trennen, teilen'	IEW 938-40
*(s)kerp-	'abschneiden, abrupfen'	IEW 944-5
*(s)kers-	'kratzen, (Wolle) krempeln'	IEW 532-3
*(s)kert-	'(zer)schneiden'	IEW 941-2
*?skewbʰ-	'stoßen, schieben'	IEW 955
*(s)kewd-	'(vor)antreiben'	IEW 955-6
*(s)kewħ-	'wahrnehmen, schauen'	IEW 587-8
*skewḫ-	'stochern, stoßen'	IEW 954
*?skewt-	'kratzen, schaben'	IEW 954
*(s)kreb-	'schaben, kratzen'	IEW 943-4
*?(s)k(ᵂ)rey-	'einen Kreis beschreiben'	IEW 936
*?s(ḱ)reybʰ-	'kratzen, ritzen'	IEW 946-7
*?skreyt-	'im Kreis gehen (?)'	IEW 937
*?(s)krengᵂ-	'sich krümmen, schrumpfen'	IEW 936
*(s)kweħt-	'durchschütteln, aufrütteln'	IEW 632, 957-8
*?slak-	'schlagen'	IEW 959
*sle(ģ)-	'erschlaffen'	IEW 959-60
*?sleħb-	'schlaff sein'	IEW 656
*sleħ(ģ)-	'ans Ende kommen'	IEW 959
*sleḫgᵂ-	'nehmen, ergreifen'	IEW 958
*?sleyb-	'schleifen, gleiten'	IEW 663
*sleyģ-	'schmieren, glatt machen'	IEW 663-4
*slenkᵂ-	'gleiten'	IEW 961
*slewbʰ-	'gleiten, schlüpfen'	IEW 963-4
*(s)lewg-	'schlucken'	IEW 964
*slewk-	'schlucken'	IEW 964
*?smeħ-	'streichen, reiben'	IEW 966
*smey-	'lachen, lächeln'	IEW 967
*?smeyd-	'schmieren'	IEW 966
*(s)mer-	'denken an, sich erinnern'	IEW 969
*smer-	'Anteil bekommen'	IEW 970
*smerd-	'(übel) riechen'	IEW 970
*?smewk-	'gleiten'	IEW 744-5
*?snedʰ-	'schneiden'	IEW 972-3
*sneħ-	'spinnen'	IEW 973
*(s)neḫ-	'baden, schwimmen'	IEW 971-2
*sneygᵂʰ-	'kleben bleiben'	IEW 974
*?sneyt-	'schneiden'	IEW 974
*snerk-	'zusammenziehen, schlingen'	IEW 976-7
*snew-	'(Flüssigkeit) hervorquellen lassen, tropfen'	IEW 972
*snewbʰ-	'heiraten (von der Frau)'	IEW 977-8
*snewH-	'drehen, winden'	IEW 977
*(s)peḫ-	'(heraus)ziehen'	IEW 982
*speḱ-	'schauen, ansehen, spähen'	IEW 984
*(s)pelH-	'öffentlich sprechen'	IEW 985
*(s)pelH-	'abspalten, trennen'	IEW 985-6
*?(s)pelt-	'spalten'	IEW 986
*spend-	'libieren'	IEW 989
*(s)penħ-	'ziehen, spannen'	IEW 988
*(s)per-	'fliegen'	IEW 817, 850
*sper-	'ausstreuen'	IEW 933-4
*sperdʰ-	'weglaufen'	IEW 995-6
*sperģʰ-	'sich beeilen'	IEW 998
*spewd-	'sich beeilen'	IEW 998-9
*?splend-	'glänzen, hell sein/werden'	IEW 987
*?spreg-	'prasseln, knacken'	IEW 996-7
*(s)prend-	'spannen (?)'	IEW 994
*(s)prend-	'aufspringen'	IEW 996
*(s)prengʰ-	'springen'	IEW 998
*sptyewH-	'spucken, speien'	IEW 999-1000
*spʰeħ-	'wunschgemäß geraten, gelingen'	IEW 983
*?spʰeyg-	'zuschnüren'	IEW 984
*spʰerH-	'(mit dem Fuß) stoßen'	IEW 992-3
*spʰerḫg-	'zischen, prasseln'	IEW 996-7
*srebʰ-	'schlürfen'	IEW 1001
*(s)re(ģ)-	'(sich) färben'	IEW 854
*?sreyH(ģ)-	'frieren, schaudern'	IEW 1004
*srew-	'fließen, strömen'	IEW 1003
*stebʰ-	'erstarren'	IEW 1012-3
*(s)teg-	'decken, bedecken'	IEW 1013-4
*?stegʰ-	'stechen'	IEW 1014-5
*?(s)tegᵂʰ-	'bekränzen, umkränzen'	IEW –
*steḫ-	'wohin treten, sich hinstellen'	IEW 1004-8
*?steḫ(ģ)-	'träufeln; tropfen, tröpfeln'	IEW 1010
*?steyb-	'steif/fest machen'	IEW 1015
*(s)teyg-	'stechen, spitz sein'	IEW 1016-7
*steygʰ-	'steigen, schreiten'	IEW 1017-8
*?steyp-	'steif machen'	IEW 1015
*stel-	'hinstellen, bereit machen'	IEW 1018-9
*?stel(ģ)-	'glattstreichen'	IEW –
*?stelḫ(ḱ)-	'träufeln'	IEW 1018
*stembʰH-	'sich stützen, sich stemmen'	IEW 1012-3
*sten-	'stöhnen'	IEW 1021
*stengᵂ-	'stoßen'	IEW 1033
*(s)tenḫ-	'donnern'	IEW 1021
*ster-	'niederstrecken'	IEW 1022, 1029-30
*(s)terģʰ-	'zerschlagen (?)'	IEW 1062
*sterg-	'sich sorgen um'	IEW 1032
*?sterħ-	'entbehren, beraubt sein'	IEW 1028
*sterḥ-	'hinbreiten, ausbreiten'	IEW 1029-30
*?(s)terḱ-	'beschmutzen'	IEW 1031-2
*stew-	'bekannt sein; preisen'	IEW 1035
*(s)tewd-	'stoßen'	IEW 1033-4
*stewd-	'kalt werden'	IEW 1035
*(s)tewg-	'in heftige Bewegung geraten'	IEW 1032-3
*(s)tewp-	'stoßen, schlagen'	IEW 1034
*?styeH-	'steif werden'	IEW 1010-1
*?strebʰ-	'drehen, wenden'	IEW 1025
*streyg-	'streichen'	IEW 1028
*streyg-	'eindringen, stecken bleiben'	IEW 1036
*strengʰ-	'zusammendrehen'	IEW 1036-7
*(s)trep-	'lärmen'	IEW 1037
*strew-	'streuen'	IEW 1030-1
*strewg-	'streichen, abwischen'	IEW 1029
*?sweħ(y)-	'schwanken, sich schwingen'	IEW 1041
*sweḫd-	'schmackhaft werden'	IEW 1039-40
*sweyd-	'in Schweiß ausbrechen'	IEW 1043
*sweyd-	'glänzen'	IEW 1042
*sweyd-	'werfen'	IEW 1042
*?sweygᵂ-	'ausweichen; im Stich lassen'	IEW 1042
*?sweyH-	'schwinden'	IEW 1052
*swel-	'schwelen, brennen'	IEW 1045
*swel-	'(ver)schlucken'	IEW 1045
*?swelH-	'anschwellen'	IEW –
*?sweld-	'verhungern, sterben'	IEW 1045
*(s)wendʰ-	'verdorren, schwinden'	IEW 1047
*?sweng-	'umarmen'	IEW 1047
*?swengᵂʰ-	'schwingen'	IEW 1047
*swenḫ-	'tönen, klingen'	IEW 1046-7
*swep-	'einschlafen'	IEW 1048-9
*swer-	'tönen'	IEW 1049-50
*swer-	'schmerzen, schwären'	IEW 1050
*?swerbʰ-	'abwischen, abreiben'	IEW 1050-1
*?swergʰ-	'krank sein; sich sorgen'	IEW 1051
*?tag-	'ordnen, anordnen, aufstellen'	IEW 1055
*?teg-	'schwören'	IEW 1055
*teḫ-	'stehlen'	IEW 1010
*teḫ-	'tauen, schmelzen'	IEW 1053
*teḫ(ģ)-	'berühren, fassen'	IEW 1054
*?teḫ(ḱ)-	'schmelzen (intr.)'	IEW 1053
*teyħ-	'heiß werden'	IEW 1053-4
*teḱ-	'zeugen, gebären'	IEW 1057
*tek-	'die Hand ausstrecken, empfangen, erlangen'	IEW 1057-8
*tek-	'weben, flechten'	IEW 1058
*tekᵂ-	'laufen, fließen'	IEW 1059-60
*telH-	'still werden'	IEW 1061-2
*telḫ-	'aufheben, auf sich nehmen'	IEW 1060-1
*?telk-	'schlagen'	IEW 1062
*telp-	'Raum schaffen'	IEW 1062
*tem-	'erreichen'	IEW –
*temH-	'ermatten, ohnmächtig werden'	IEW 1063
*temħ-	'schneiden'	IEW 1062-3
*temk-	'fest werden, gerinnen'	IEW 1068
*temp-	'spannen, dehnen'	IEW 1064-5
*ten-	'sich spannen, sich dehnen'	IEW 1065-6
*tend-	'ermatten'	IEW 1065-6
*tend-	'schneiden, spalten'	IEW 1063
*ten(ģ)-	'benetzen, anfeuchten'	IEW 1067
*ten(ģ)-	'dünken, scheinen (unpers.)'	IEW 1088
*tens-	'ziehen'	IEW 1068-9
*tep-	'warm sein, heiß sein'	IEW 1069-70
*tep-	'schmieren; kleben bleiben'	IEW –
*ter-	'sprechen'	IEW 1088-9
*terd-	'durchbohren, spalten'	IEW 1076
*terg(ᵂ)-	'reißen, ziehen'	IEW 1073
*ter(ģ)-	'abwischen, entfernen'	IEW 1073
*tergᵂ-	'bedrohen, schrecken'	IEW 1076-7
*terħ-	'bohren, reiben'	IEW 1071-2
*terḫ-	'durchkommen, überqueren'	IEW 1074-5
*terḥ-	'verwunden'	IEW 1071
*TerKḫ-	'lassen'	IEW 258
*terkᵂ-	'sich drehen'	IEW 1077
*terp-	'sich sättigen'	IEW 1077-8
*terp-	'erstarren'	IEW 1024
*ters-	'vertrocknen; durstig werden'	IEW 1078-9
*tetḱ-	'erzeugen, herstellen'	IEW 1058-9
*?tewH-	'(freundlich) beachten, betrachten; schützen'	IEW 1079-80
*tewḫ-	'schwellen, stark werden'	IEW 1080-1
*tewk-	'stoßen, schlagen'	IEW 1032
*tewk-	'stark/fett werden, schwellen'	IEW 1081
*?tewp-	'sich niederkauern, sich klein machen'	IEW 1085
*tews-	'leer sein/werden'	IEW 1085
